source_table,category_or_disease,drug_name,condition_detail,rationale,recommendation,quality,strength
Table 3 (Disease),Cardiovascular,Diltiazem,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,Verapamil,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,Dronedarone,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,NSAIDs and COX-2 inhibitors,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,Thiazolidinediones,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,Pioglitazone,Heart failure,"Potential to promote fluid retention and/or exacerbate heart failure (NSAIDs and COX-2 inhibitors, non-dihydropyridine CCBs, thiazolidinediones); potential to increase mortality in older adults with heart failure (cilostazol and dronedarone); concerns about QT prolongation (dextromethorphan-quinidine).
Note: This is not a comprehensive list of medications to avoid in patients with heart failure.","Avoid:
Cilostazol
Dextromethorphan-quinidine
-----------------
Avoid in heart failure with reduced ejection fraction:
Nondihydropyridine calcium channel blockers (CCBs) Diltiazem
Verapamil
---------------
Use with caution in patients with heart failure who are asymptomatic; avoid in patients with symptomatic heart failure:
Dronedarone
NSAIDs and COX-2 inhibitors
Thiazolidinediones
Pioglitazone","Cilostazol, dextromethorphanquinidine, COX-2 inhibitors: Low
Non-dihydropyridine CCBs, NSAIDs: Moderate
Dronedarone, thiazolidenediones: High",Strong
Table 3 (Disease),Cardiovascular,Chlorpromazine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Olanzapine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Donepezil,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Galantamine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Rivastigmine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,blockers,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Doxazosin,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Prazosin,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Terazosin,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Amitriptyline,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Clomipramine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Doxepin,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Cardiovascular,Imipramine,Syncope,"Antipsychotics listed and tertiary TCAs increase the risk of orthostatic hypotension.
AChEIs cause bradycardia and should be avoided in older adults whose syncope may be due to bradycardia.
Non-selective peripheral alpha-1 blockers cause orthostatic blood pressure changes and should be avoided in older adults whose syncope may be due to orthostatic hypotension.",Avoid,High,"Antipsychotics, non-selective peripheral alpha-1 blockers: Weak
AChEIs, tertiary TCAs: Strong"
Table 3 (Disease),Central nervous system,Anticholinergics,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Antipsychotics,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Benzodiazepines,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Corticosteroids,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Cimetidine,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Famotidine,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Nizatidine,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Nonbenzodiazepine,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Eszopiclone,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Zaleplon,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Zolpidem,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Opioids,Delirium,"Avoid in older adults with or at high risk of delirium because of the potential of inducing or worsening delirium.
Antipsychotics: avoid for behavioral problems of dementia or delirium unless nonpharmacologic options (eg, behavioral interventions) have failed or are not possible and the older adult is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.
Corticosteroids: if needed, use the lowest possible dose for the shortest duration and monitor for delirium.
Opioids: emerging data highlights an association between opioid administration and delirium. For older adults with pain, use a balanced approach, including the use of validated pain assessment tools and multimodal strategies that include nondrug approaches to minimize opioid use.","Avoid, except in situations listed under the rationale statement.","H2-receptor antagonists: Low
All others: Moderate",Strong
Table 3 (Disease),Central nervous system,Antipsychotics,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Benzodiazepines,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Nonbenzodiazepine,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Eszopiclone,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Zaleplon,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Zolpidem,Dementia or cognitive impairment,"Avoid because of adverse CNS effects. See criteria on individual drugs for additional information.
Antipsychotics: increased risk of stroke and greater rate of cognitive decline and mortality in people with dementia. Avoid antipsychotics for behavioral problems of dementia or delirium unless documented nonpharmacologic options (e.g., behavioral interventions) have failed and/or the patient is threatening substantial harm to self or others. If used, periodic deprescribing attempts should be considered to assess ongoing need and/or the lowest effective dose.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,SNRIs,History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,SSRIs,History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,Tricyclic antidepressants (TCAs),History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,Antiepileptics,History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,Antipsychotics,History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,Benzodiazepines,History of falls or fractures,"May cause ataxia, impaired psychomotor function, syncope, or additional falls.
Antidepressants (selected classes): evidence for risk of falls and fractures is mixed; newer evidence suggests that SNRIs may increase falls risk.
Benzodiazepines: shorter-acting ones are not safer than long-acting ones.
If one of the drugs must be used, consider reducing the use of other CNS-active medications that increase the risk of falls and fractures","Avoid unless safer alternatives are not available.
Antiepileptics: avoid except for seizures and mood disorders.
Opioids: avoid except for pain management in the setting of severe acute pain.","Antidepressants, opioids: Moderate
All others: High",Strong
Table 3 (Disease),Central nervous system,Antiemetics,Parkinson disease,"Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms
Exceptions: clozapine, pimavanserin, and quetiapine appear to be less likely to precipitate the worsening of Parkinson disease than other antipsychotics.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Metoclopramide,Parkinson disease,"Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms
Exceptions: clozapine, pimavanserin, and quetiapine appear to be less likely to precipitate the worsening of Parkinson disease than other antipsychotics.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Prochlorperazine,Parkinson disease,"Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms
Exceptions: clozapine, pimavanserin, and quetiapine appear to be less likely to precipitate the worsening of Parkinson disease than other antipsychotics.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Promethazine,Parkinson disease,"Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms
Exceptions: clozapine, pimavanserin, and quetiapine appear to be less likely to precipitate the worsening of Parkinson disease than other antipsychotics.",Avoid,Moderate,Strong
Table 3 (Disease),Central nervous system,Antipsychotics,Parkinson disease,"Dopamine-receptor antagonists with the potential to worsen parkinsonian symptoms
Exceptions: clozapine, pimavanserin, and quetiapine appear to be less likely to precipitate the worsening of Parkinson disease than other antipsychotics.",Avoid,Moderate,Strong
Table 3 (Disease),Gastrointestinal,Aspirin,History of gastric or duodenal ulcers,May exacerbate existing ulcers or cause new/additional ulcers,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
Table 3 (Disease),Gastrointestinal,Non-COX-2 selective NSAIDs,History of gastric or duodenal ulcers,May exacerbate existing ulcers or cause new/additional ulcers,"Avoid unless other alternatives are not effective and the patient can take a gastroprotective agent (i.e., proton-pump inhibitor or misoprostol).",Moderate,Strong
Table 3 (Disease),Kidney/urinary tract,Doxazosin,Urinary incontinence (all types) in women,"Aggravation of incontinence (alpha-1 blockers), lack of efficacy (oral estrogen)",Avoid in women,"Non-selective peripheral alpha-1 blockers: Moderate
Estrogen: High","Non-selective peripheral alpha-1 blockers: Strong
Estrogen: Strong"
